, C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134
1-3 Correlation,0.9039482940375191,0.5200925278921911,0.29719672010045184,0.23662287356491485,0.3977763770086276,-0.04455095388874219,-0.0694072291096931,0.7238967169946128,0.5035308959548316,0.2805706630515182,0.0,0.38739648813461985,0.9117131916346329,0.33534092626378964,0.34839659071942125,0.40946548862619286,-0.014712569237453269,0.1355848479764559,-0.05365780446497382,0.5417532417034676,0.24089087332620202,0.30750370968885743,0.28156363104038545,0.2083603631124074,0.0,-0.15635841750304705,0.5577839994421276,-0.13437872328455772,0.5667170309695904,0.5636728288116116,0.14404328632242186,0.08713956487738202,0.40390332527215583,0.2581442687218386,0.4923178329504539,0.7334734323079437,0.7034564214795243,0.0,0.4275218923495912,0.30411988916147265,0.563737785316834,-0.2491183248978839,0.0573029911466492,0.20652051277965572,-0.09312083854673397,0.09537450164079589,0.0,0.8637205318576028,0.5896251339807705,0.34387190457274613,0.48312766138894464,0.673722280775498,0.43245206709278533,-0.16042523205175915,0.34664006560617044,0.45910445216964296,0.6129277601035016,-0.07238859599440536,0.00699955532355347,0.661506682712526,-0.22013370906380952,0.70903274223289,0.40324440243306214,0.15994926551552532,0.8630717148298832,0.4870971923528928,0.1501688884888248,-0.24511004452080312,-0.01779845162140311,0.5947054415639252,0.2641154756439266,0.5979776718166471,0.5795255072658734,0.14836239215723304,0.8870712248706701,-0.11544301199120706,0.8010932879327035,0.31972304265333146,0.06318782160779673,0.48047972085068485,0.4313717211223706,0.5128264873681413,-0.07015800449701894,0.05893780934334979,-0.19267040202656835,0.6353574351162575,0.35480112954525755,0.0,0.3994303690064205,0.8360438869925838,0.8602709346780105,-0.1281803844438066,0.047543609387609286,0.0,0.38858138152529337,0.4726540684372616,0.36463756250631435,-0.23866096104531026,-0.28745828421500036,0.7597213181575755,-0.015654758741950464,0.5176054264579852,-0.436105196659845,0.8432990966824997,0.0,0.010286842937829466,-0.275427663620673,-0.07268630906766936,-0.08050778919778437,0.8217111675238638,0.4908500157151412,0.5960406457370011,0.5679788241838172,-0.0036427310425717007,0.1757917656737567,0.6952648890995642,0.620623360535485,-0.21045868323180686,0.04763348214695605,-0.27442331674395254,0.43249986204161617,0.0651403847364678,-0.4377364344442882,-0.0858873829714674,-0.0882287449734229,0.4230859016267792,0.760938194467573,0.3416634689021414,0.459296440730347,0.11133569881305443,0.8775088638254054,0.20617530965936043,0.36535192118813176,0.13188799597499237,-0.20397421518264694
2-4 Correlation,0.920181651990401,-0.20905443336855398,0.0,0.0,0.0,0.05234526096898124,0.011313242179285117,0.0,0.0,0.0,0.0,0.0,0.0,-0.04651268435409566,0.0,0.0,0.0,0.0,0.0,0.44030626249644594,0.0,0.0,0.0,-0.2358834097979783,0.0,0.0,0.4127729976367968,0.0,0.0,0.13877703970533223,0.0,0.0,-0.15087685568629589,0.0,0.0,0.0,-0.167222980826706,0.0,0.49726688929499363,0.0,-0.09528474831325165,0.0,0.0,0.0,-0.053890702887083926,0.10535903914612203,0.0,0.0,0.8508650395425827,-0.11002374867867151,0.0,0.0,0.0,-0.17450196224522008,0.0,0.0,-0.17665404142967953,0.0,-0.09277119263528591,0.314238995757928,0.9246116324746625,0.11291337322268204,0.0,0.0,0.0,0.1474730411053226,0.0,0.0,0.0,0.6899158822947893,-0.06861792794028745,0.0,0.0,0.0,0.0,0.0,0.49078722418550447,0.0,0.0,0.0,0.4415955077103436,0.01756408591344276,0.0,0.5094039649851377,0.0,0.04646633828914654,0.0,0.8719747465690731,0.0,0.0,0.0,0.0,-0.21407999967047142,0.0,0.05899403677815022,0.0,0.0,0.0,0.0,0.0,-0.15738279914525521,-0.18815475078931962,0.0,0.0,0.0,0.0,-0.19957765148694262,0.0,0.0,0.0,0.7738944475855201,0.0,0.0,0.0,0.0,-0.06796737264120473,0.0,0.0,0.6249118873956441,0.0,-0.3067279716725941,0.0,0.5771921833095519,0.0,0.0,-0.32707485137995856,0.0,0.0,0.33123050682141614,0.0,0.0,0.0,0.0,0.0,-0.36718617818950966
